name,quadrant,ring,score,description,community update,movement
alibaba/ChatLearn,RL,Assess,0.22763348637636477,阿里巴巴基于 PyTorch 的大规模对话模型训练框架。,在2026年2月4日至3月5日的30天窗口期内，alibaba/ChatLearn 仓库未记录任何活动。无新合并的PR、无新建或更新的Issue、无新版本发布，也未发现任何官方博客、技术文章、会议发言或行业新闻提及该框架的近期进展。所有历史活跃记录（如v1.2.0发布、PR与Issue）均早于2026年2月4日，属于上一周期。项目当前处于静默期，可能处于维护、内部迭代或阶段性收尾阶段。建议关注其关联项目如Pai-Megatron-Patch的动态，但目前无直接证据表明ChatLearn有外部推动或社区互动。若无后续更新，可能需评估其活跃度或未来规划。,
alibaba/ROLL,RL,Trial,0.805706488375395,阿里巴巴推出的强化学习框架（ROLL）。,在近30天内，alibaba/ROLL 以 v0.2.0 版本发布为核心，完成多项关键稳定性修复与架构优化，显著提升 DeepSpeed 与 VLM 场景下的训练可靠性。社区活跃度高，多个 Issue 明确指向未来功能演进方向，包括 Qwen3.5 强化学习支持、多模态扩展、国产 NPU 集成及生态工具链（ROCK/I-flow）整合，反映出项目正从基础框架向全栈 RL 训练平台演进。PR #364 引入 LLM-as-Judge 机制，预示评估模块智能化趋势。尽管缺乏外部媒体报道或会议曝光，但内部开发节奏紧凑，用户需求驱动特征明显，表明项目已进入由真实场景反馈主导的成熟迭代阶段，具备良好的社区生态基础与技术前瞻性。,
hiyouga/EasyR1,RL,Assess,0.855239705304786,基于 R1 算法的易用练手/实现库。,在近30天内，EasyR1 项目虽无新版本发布，但社区活跃度保持稳定，核心贡献集中于关键算法修复与问题排查。PR #650 修复了 FSDP 分布式训练中的潜在崩溃问题，显著提升训练鲁棒性，是本期最重要的工程进展。同时，多个高优先级 Issue（如 #653 解码错误、#646 metadata 为空）反映出用户在实际部署中遇到的稳定性挑战，团队需持续跟进。社区对 Qwen3.5 的支持请求（#657）揭示了模型兼容性正成为未来迭代的重要方向。整体来看，项目处于功能优化与生态适配的稳定演进阶段，缺乏重大发布，但技术响应及时，社区反馈闭环良好，具备持续发展的坚实基础。建议下一阶段优先解决 metadata 与解码异常问题，并规划大模型支持路线图。,
huggingface/open-r1,RL,Assess,1.315513181617038,Hugging Face 推出的 R1 算法开源实现。,在2026年2月4日至3月5日的30天窗口期内，huggingface/open-r1 仓库未出现任何合并的PR、发布版本或提交记录，整体开发活动处于静默状态。唯一值得关注的是 Issue #719，该问题于2月27日创建，聚焦于模型推理效率的优化探讨，表明社区仍存在对性能改进的关注，但尚未转化为代码变更。外部动态方面，经全面检索，Hugging Face 官方博客、AI媒体、行业会议及核心成员发言均未在本周期内提及该项目，无公告、新闻或技术文章更新。综合判断，该项目在近期处于维护或待规划阶段，缺乏实质性进展，未来动向需关注后续Issue的演化或官方是否发布新路线图。建议持续监控该Issue的进展，以及下个周期是否出现重构或性能优化的PR提交。,
huggingface/trl,RL,Adopt,3.6713957204661494,Transformer 强化学习（TRL）库，用于通过 RL 训练 Transformer 语言模型。,在2026年2月4日至3月5日期间，huggingface/trl 仓库持续稳定迭代，共发布三个版本（v0.27.2、v0.28.0、v0.29.0），聚焦于强化学习训练流程的稳定性与效率提升。核心进展体现在 DPO 训练性能优化与长序列生成支持，显著增强其在 RLHF 与偏好对齐任务中的实用性。关键修复集中于 PPO 的数值稳定性问题，解决了分布式训练中的潜在崩溃风险，体现出团队对生产级可靠性的重视。尽管未见新功能大版本发布，但小版本迭代精准响应用户痛点，延续了项目“轻量、高效、易集成”的设计哲学。目前无外部动态、会议或博客更新，表明近期重心集中于代码层优化而非宣传推广。整体趋势显示 TRL 正从功能扩展转向性能深化，为后续支持更复杂对齐算法（如 KTO、RLOO）奠定坚实基础。社区活跃度稳定，但缺乏公开路线图披露，建议关注官方 GitHub Discussions 获取未来规划。,
inclusionAI/AReaL,RL,Trial,1.668779859683768,InclusionAI 推出的区域感知强化学习库。,AReaL 在近30天内完成从 v1.0.0 到 v1.0.1 的关键迭代，标志着其正式进入生产可用阶段。核心功能稳定性和性能显著提升，尤其在分布式训练与资源利用率方面表现突出。社区外部影响力同步增强，arXiv 论文系统性验证了其技术先进性，camel-ai.org 等平台的实践案例进一步扩大了影响力。Roadmap 明确指向多模态与轻量化方向，预示其将从纯强化学习框架向通用异步训练平台演进。尽管当前无重大 PR 合并记录，但通过正式版本发布与高质量外部学术背书，项目已确立其在开源 RL 领域的重要地位，未来有望成为企业级强化学习基础设施的首选方案之一。,
meta-pytorch/OpenEnv,RL,Assess,0.960793650159176,Meta 推出的开放式强化学习环境接口。,在近30天内，meta-pytorch/OpenEnv 项目以 v0.2.1 版本发布为标志性进展，完成了从 MkDocs 到 Sphinx 的文档系统迁移，显著提升了技术文档的专业性与可维护性。尽管未有合并的 PR，但多个活跃的未合并 PR（如 #419 至 #415）表明开发社区正持续优化环境配置流程、CI 稳定性与日志系统，显示出较强的工程迭代意愿。Issue #413 明确了文档迁移的后续任务，构成当前 Roadmap 的核心。外部动态方面，项目在 2026-02-19 的 Linux/PyTorch Foundation Workshop 中被实际演示，标志着其在开源生态中的影响力逐步扩大。整体来看，项目处于稳定演进阶段，重点从功能扩展转向基础设施与文档质量的深化，为后续版本奠定坚实基础。,
meta-pytorch/torchforge,RL,Assess,0.6461010793049,用于大规模实验和并行的 PyTorch 扩展库。,近30天内，torchforge 项目虽未发布新版本或合并关键 PR，但功能演进活跃，围绕 XPU 支持、monarch 兼容性、SFT 稳定性等核心场景持续优化。PR #760 与 Issue #759 分别代表硬件扩展与训练可靠性的重要进展，PR #767 与 Issue #766 形成依赖升级闭环。社区生态方面，官方博客明确披露与 Stanford 和 CoreWeave 的合作，推动其在强化学习领域的落地。同时，ROCm CI 支持的议题（#754）揭示了对异构计算生态的长期布局。尽管缺乏发布与合并动作，项目仍保持高活跃度，聚焦工程稳定性与生态兼容性，预示下一版本可能围绕多硬件支持与分布式训练成熟度展开。核心成员的公开互动也强化了其在开源社区中的影响力。,
microsoft/agent-lightning,RL,Trial,1.4247008567448287,用于构建和训练 AI 代理的轻量级框架。,在近30天内，microsoft/agent-lightning 项目在架构安全与社区协作方面取得显著进展。核心突破体现在 PR #478 引入的 Agent-OS 内核级安全机制，为强化学习训练提供了底层保障，标志着项目从实验性框架向生产级系统演进。同时，PR #500 与多个 CI/构建修复（Issue #496、#498）显著提升了工程稳定性。社区层面，Issue #495 推动 EMPO2 检查点发布至 Hugging Face，极大增强了模型可复现性与生态影响力。算法层面，Issue #490 揭示的“探索崩溃”问题，为后续策略优化指明了关键方向。外部动态方面，Microsoft Research 于 3 月 3 日发布的官方博客首次系统性介绍 Agent Lightning 作为统一智能体学习平台，强化了其在行业中的技术定位。尽管暂无新版本发布或明确路线图，但项目正通过“修复+集成+开放”三位一体策略稳步构建可信智能体生态，未来有望成为微软智能体栈的核心基础设施之一。,
pytorch/rl,RL,Trial,1.536095542233833,建立在 PyTorch 之上的强化学习库（TorchRL），提供模块化组件。,近30天内，pytorch/rl 仓库虽未发布新版本，但开发活跃度显著提升，主要体现在多个关键功能 PR 的集中提交。PR #3544–#3546 围绕 LLM 环境集成、Transformer 策略网络与多智能体通信三大方向展开，标志着项目正从传统 RL 框架向“大模型驱动的智能体系统”演进。外部动态方面，PyTorch 官方在 2026-02-18 举办 Agentic RL 工作坊，强化了社区对 LLM+RL 融合的关注；同时，3 月 5 日发布的 TorchAO 量化训练博客明确将 PPO/GRPO 列为受益算法，间接验证了 TorchRL 在前沿训练优化中的核心地位。尽管无新 Bug 修复或官方发布，但开放 PR 的技术深度与外部生态联动表明，项目正处于功能扩展的关键窗口期，未来版本有望围绕智能体架构重构。建议持续关注 PR 合并进展与 0.12.0 的规划动向。,
radixark/miles,RL,Assess,1.0870721109088515,强化学习训练与推理框架，侧重分布式执行、策略优化与大模型对齐场景落地。,近期，radixark/miles 在近30天内持续推动核心功能迭代与系统稳定性优化。关键进展体现在对 qkv-format=bshd 的支持、分布式权重更新机制的重构，以及 GDPO 优势估计算法的引入，显著增强了系统在异构硬件上的兼容性与训练性能。同时，项目修复了 H200 GPU 环境中的 CUDA 异常问题，提升实际部署可靠性。尽管无正式发布版本，但活跃的 PR 与提交（共计114条）表明开发节奏紧凑，功能更新密集。现有更新主要围绕推理引擎优化、模型格式适配与 Agent 能力升级展开，体现出项目向高效、智能、可扩展的端到端推理平台发展的明确方向。外部动态方面，当前未发现官方博客、新闻或会议声明，相关进展集中体现在 GitHub 内部活动。整体来看，项目处于高速迭代期，具备较强的社区参与度与技术前瞻性，未来有望在大模型推理基础设施领域形成影响力。,new
thu-ml/tianshou,RL,Assess,1.0438606640305153,基于 PyTorch 的优雅且模块化的深度强化学习库（天授）。,近30天内，tianshou 仓库无新发布、无合并 PR、无代码提交，整体活跃度极低。唯一值得关注的是 Issue #1285 报告的 Atari 示例性能退化问题，表明现有版本仍存在潜在运行缺陷，但尚未有修复响应。外部动态方面，知乎文章揭示项目自2022年8月起已停止维护，核心开发者明确表态，这对社区构成重大信号。同时，两篇2026年2月至3月的arXiv论文仍引用Tianshou作为RL基准，说明其在学术界仍具影响力，但仅作为历史参考，非主动演进。综合判断，该项目已进入“维护静默期”，虽有学术引用延续价值，但无实质性开发进展，用户应谨慎用于新项目，优先考虑活跃替代框架。,
volcengine/verl,RL,Adopt,1.733143679494915,火山引擎推出的多功能环境强化学习库。,在近30天内，volcengine/verl 项目虽未发布新版本或合并关键 PR，但活跃度集中于开发阶段的大量新功能提案与架构讨论。共创建超过50个 PR 和30个 Issue，其中多数聚焦于分布式训练优化、内存管理改进和多后端支持。关键路线图议题如 Vision DP、DanceGRPO 扩展和调度分析，揭示项目正加速向多模态、强化学习与异构硬件兼容方向演进。外部生态方面，AMD ROCm 官方博客确认 verl 与 ROCm 6.2 和 vLLM 0.6.4 的集成，标志着其在开源 AI 基础设施中的生态影响力持续扩大。尽管缺乏正式发布，但高频的社区协作与明确的技术路线表明项目正处于关键功能打磨期，为下一版本发布奠定坚实基础。未来趋势显示其目标不仅是训练框架的优化，更是构建面向下一代生成式 AI 的统一训练平台。,
vwxyzjn/cleanrl,RL,Assess,0.9748862137826568,简单、单文件实现的深度强化学习算法库。,在2026年2月4日至3月5日的30天窗口内，CleanRL 仓库未发布新版本、未合并新PR、无代码提交，整体开发活动处于静默期。唯一活跃点为三个新创建的Issue（#540–#542），均聚焦于JAX脚本的缩进错误与CI依赖更新，表明项目在持续维护其JAX实现的稳定性。外部动态方面，两项2026年3月发布的arXiv论文（MOSAIC与Diverse Action Spaces）明确引用CleanRL作为实验基准，反映出其在学术界作为标准化强化学习实现库的持续影响力。尽管内部开发暂停，其代码质量与可复现性仍被前沿研究广泛采纳，说明项目已进入“稳定支撑期”。未来趋势可能转向文档完善与新算法集成提案（如已有Issue #510提议添加Mamba），但尚未形成明确路线图。建议关注JAX相关Issue的修复进展，以维持其在学术社区的可信度。,
yifan123/flow_grpo,RL,Assess,0.398193472592291,基于 GRPO 算法的流式处理或优化库。,近30天内，yifan123/flow_grpo 仓库活动集中于问题修复与技术调试，未发布新版本或重大功能更新。唯一合并的 PR #229 修复了 Bagel 训练中的梯度累积缺陷，对训练稳定性有直接贡献。同时，多个高优先级 Issue 被提出，包括训练奖励持续下降（#226）、GenEval 结果无法复现（#230）及连接拒绝错误（#232），反映出模型训练流程存在系统性挑战。外部动态方面，arXivDaily 与 bioRxiv 在窗口期内发布了与 GRPO 机制相关的研究，虽未直接关联本仓库代码，但为项目提供了理论支持与技术语境。整体来看，项目处于关键调试阶段，亟需解决复现性与稳定性问题，未来趋势可能围绕优化训练框架与增强评估一致性展开。建议团队优先响应高关注度 Issue，同步跟进外部 GRPO 研究进展以指导改进方向。,
Kuaishou-OneRec/OpenOneRec,Recommendation,Assess,0.0758987910889404,快手开源的一体化推荐系统框架，支持召回、排序与在线服务的工业级推荐流程。,在近30天内，Kuaishou-OneRec/OpenOneRec 仓库未发布新版本、未合并任何PR，也无提交记录，整体开发活跃度较低。但社区互动仍保持一定热度，共出现6个新Issue，其中4个聚焦于模型开源计划与核心功能效果，如Baseline权重发布、SFT阶段代码开放、think模式效果验证及跨域迁移复现，反映出开发者对模型透明度与可复现性的高度关注。尽管无官方Roadmap披露，但这些Issue已构成潜在的未来演进线索。外部动态方面，未发现任何官方博客、技术报告或行业新闻在2026年2月5日至3月5日期间发布。整体来看，项目处于“静默维护期”，但社区需求明确，建议团队尽快回应开源计划与模型发布节奏，以维持社区信任与参与度。,new
NVIDIA-Merlin/HierarchicalKV,Recommendation,Assess,0.3446060196144741,NVIDIA Merlin 生态的层次化特征存储组件，面向大规模推荐场景优化键值检索与内存利用率。,在近30天内，NVIDIA-Merlin/HierarchicalKV 仓库未发布新版本、未合并任何新 PR，也无显著 Bug 修复或外部动态。唯一值得关注的是 Issue #247，其提出通过 unlocked-scores 增强行为自定义能力，反映出项目在架构灵活性上的潜在演进方向。尽管缺乏官方 roadmap 文档或社区公告，该 Issue 为未来功能规划提供了明确线索，表明团队正关注用户定制化需求的深化。整体活跃度较低，可能处于稳定维护期或为下一阶段开发做准备。建议关注该 Issue 的后续讨论，以捕捉潜在的功能发布节奏。当前无安全、性能或兼容性风险报告，项目状态稳定但进展缓慢。,new
NVIDIA-Merlin/HugeCTR,Recommendation,Assess,0.37076773680145414,NVIDIA 开源的 GPU 加速推荐训练框架，面向 CTR 任务提供高吞吐分布式训练能力。,在2026年2月4日至3月5日的30天窗口期内，NVIDIA-Merlin/HugeCTR 仓库未记录任何合并或创建的 Pull Request、新创建的 Issue、新发布的版本或任何公开的 roadmap 信息。所有已查询的 GitHub 数据（包括 releases、pulls、issues）均早于时间窗口起始日，表明该阶段项目处于低活跃状态。外部动态方面，经全面检索官方博客、技术文章、会议活动、行业新闻及安全公告，未发现任何与 HugeCTR 相关的近期公开动态或开发者发声。综合判断，项目在本周期内无实质性进展或社区互动，可能处于版本稳定维护期或开发节奏放缓阶段，建议关注下一周期是否伴随 NVIDIA GTC 或 Merlin 生态更新带来新动向。,new
NVIDIA-Merlin/Transformers4Rec,Recommendation,Assess,0.47088037302788327,面向推荐系统的序列建模库，将 Transformer 能力用于会话建模、排序与下一物品预测。,在2026年2月4日至3月5日的30天窗口内，NVIDIA-Merlin/Transformers4Rec 项目仅有一项重要进展：PR #807 引入了对 T4Rec 模型动态序列长度的支持，提升了模型在变长会话推荐场景下的灵活性。无新版本发布、无关键 Bug 修复、无新增特性或里程碑规划。外部动态方面，arXiv 上一篇2026年2月提交的论文（2602.16986）首次在学术文献中系统性引用并阐述了Transformers4Rec在连接NLP与推荐系统中的桥梁作用，标志着该项目正逐步进入学术研究视野，具备潜在的学术影响力。尽管社区活跃度较低，但该论文的出现预示着未来可能在推荐系统顶会（如RecSys）中出现更深入的理论与工程结合研究。整体来看，项目处于稳定维护期，核心功能趋于成熟，学术认可正悄然形成。,new
alibaba/RecIS,Recommendation,Assess,0.22768753621954893,专为超大规模稀疏模型设计的统一架构深度学习框架（推荐智能系统）。,在2026年2月4日至3月5日的30天窗口内，alibaba/RecIS 仓库未发布新版本、未合并任何PR、未创建新Issue，也未出现任何官方博客、会议或行业新闻动态。唯一显著活动为2026年2月9日的两次代码提交，分别修复了TruncNormalInitializer在多线程环境下的崩溃问题和DynamicEmbedding的序列化异常，属于底层稳定性优化，未伴随功能变更或文档更新。整体活跃度较低，表明项目可能处于维护或低频迭代阶段。尽管存在技术性提交，但缺乏社区互动、路线图披露或外部传播，建议关注后续是否会有v1.2.0版本规划或性能基准发布以推动项目发展。当前状态显示项目处于“静默维护”模式，需观察未来是否重启活跃开发周期。,
meta-recsys/generative-recommenders,Recommendation,Assess,0.7352378888854226,Meta 开源的生成式推荐研究项目，探索生成模型在候选生成与重排序中的应用。,在近30天内，meta-recsys/generative-recommenders 仓库虽未发布新版本，但开发活跃度保持稳定，共出现9次有效提交，其中两项关键改进聚焦于算子支持与调试体验优化。PR #466 修复了影响训练稳定性的数值精度问题，体现了工程落地的严谨性。社区通过 Issue #469 主动询问 HSTU 2.0 的演进计划，反映出该仓库作为 ICML'24 论文实现的核心地位，正逐步成为行业参考基准。外部动态方面，PyTorch 于2026年2月发布的高效推理博客虽未直接引用本项目，但其技术主题高度契合，构成重要行业背书。综合来看，项目正处于从论文复现向生产级系统演进的关键阶段，未来趋势将围绕模型架构升级（如 HSTU 2.0）、推理效率优化与生态协同展开，具备持续影响力。,new
rapidsai/cudf,Recommendation,Assess,4.0,RAPIDS 生态的 GPU DataFrame 库，提供与 pandas 类似的 API 以加速数据处理与特征工程。,近30天内，cudf 项目以 v26.02.01 版本发布为核心进展，聚焦 cudf-polars 兼容性与性能优化，反映出其与 Rust 生态深度整合的战略方向。PR 与 Issue 活跃度高，尤其在 SQL 功能扩展方面出现明确需求（如 ANSI SQL 模式），预示未来版本将加强 SQL 标准支持，提升与传统数据工具链的互操作性。同时，大量关于嵌套数据结构与列名处理的 bug 报告，说明项目在复杂数据场景下的稳定性仍需持续打磨。尽管外部动态匮乏，但内部开发节奏稳健，社区反馈积极，技术路线清晰。整体趋势表明 cudf 正从“高性能库”向“标准化数据处理引擎”演进，未来可能在 SQL 兼容性、跨语言互操作与易用性三大维度持续发力。,new
wangshy31/OneRec-Think,Recommendation,Assess,0.0038684719535783366,面向推荐系统研究与实践的开源项目，聚焦统一建模思路与训练流程优化。,在近30天内，wangshy31/OneRec-Think 仓库未出现任何合并的 PR、新发布的版本、或创建于 2026-02-04 之后的 Issue，表明其内部开发活动处于静默期。所有现存 Issue 均创建于 2026 年 2 月之前，内容集中于技术实现细节与训练疑问，未涉及路线图或重大规划。然而，外部生态活跃度显著，项目在行业层面获得关注：腾讯新闻于 2026 年 2 月 6 日报道其在推荐系统中的落地实践，凸显其工业价值；同时，arXiv 于 3 月 5 日更新的学术论文明确引用 OneRec-Think，表明其在学术界正被纳入前沿研究框架。综合来看，该项目虽暂无代码层面更新，但正通过学术引用与行业媒体报道逐步建立影响力，未来可能进入成果输出或版本迭代周期。建议持续关注其在推荐系统与生成式 AI 结合方向的潜在突破。,new
InternLM/xtuner,finetune,Assess,0.642644412767592,用于微调大型语言模型（LLM）的高效、灵活且功能齐全的工具包。,在2026年2月4日至3月5日的30天窗口内，InternLM/xtuner 仓库未发布任何新版本，也未合并任何 Pull Request，表明近期开发节奏趋于平稳。然而，两个重要 PR（#1534 和 #1517）在窗口最后两天创建，分别聚焦于多模态预处理优化与 LoRA 内存效率提升，显示出团队仍在持续迭代核心功能。尽管未发现任何 Issue、Release 或外部动态（如博客、会议、新闻），但活跃的 open PR 暗示开发工作仍在进行中，可能即将进入下一阶段的测试与发布周期。社区生态方面，未见第三方平台或行业媒体对该库的最新进展进行报道，说明其影响力仍集中于核心开发者群体。综合来看，项目处于功能打磨期，尚未进入大规模推广或版本发布阶段，未来动向值得关注。,
PaddlePaddle/PaddleNLP,finetune,Trial,0.7476397593915058,基于 PaddlePaddle 的自然语言处理库，提供丰富的预训练模型和工具。,近30天内，PaddleNLP在代码质量与安全方面取得关键进展，PR #11214修复了207处裸except语句，显著提升系统稳定性，是本期最核心的工程改进。同时，PR #9550增强了XPU平台对fp16/bf16的支持，体现对异构计算的持续优化。安全方面，Issue #11212暴露了模板配置文件可能引发的代码执行漏洞，需尽快修复。用户对Qwen3系列模型的支持呼声强烈（#11185、#11202），反映出社区对主流大模型集成的迫切需求，可能影响未来Roadmap优先级。文档更新（#9533）和功能测试（#9535）虽存在，但信息模糊，需加强PR描述规范。无新版本发布，也无官方博客或会议动态，外部影响力有限。整体来看，项目处于稳定维护期，重点在底层优化与安全加固，但新模型支持与社区沟通仍待加强。,
axolotl-ai-cloud/axolotl,finetune,Trial,0.7587197614541246,用于简化大型语言模型微调的工具，支持多种模型和配置。,在2026年2月4日至3月5日期间，Axolotl 项目聚焦于模型兼容性与训练稳定性修复，尤其在 Qwen3 系列、MoE 层量化和 Transformers v5 支持方面取得实质性进展。多个关键 PR 解决了长期存在的训练崩溃与数据异常问题，如样本打包导致损失为0（#3453）和 QLoRA 分片加载失败（#3445），显著提升生产环境可靠性。同时，项目开始系统化推进功能文档建设（#3440）与构建工具现代化（UV，#3431），体现从功能迭代向工程成熟度转型的趋势。尽管近30天未发布新版本，但多个高优先级修复已合并至主干，为下一版本发布奠定基础。外部动态方面，无官方博客、会议或行业新闻更新，社区影响力仍主要依赖 GitHub 活动驱动。未来趋势显示对 Qwen3.5、MXFP4 量化和插件化架构的支持将成为核心方向，项目正稳步迈向企业级大模型微调平台的定位。,
hiyouga/LLaMA-Factory,finetune,Adopt,0.9541003409962027,开源的大型语言模型微调框架，提供统一的训练接口。,近30天内，LLaMA-Factory 在模型兼容性与多模态支持方面取得显著突破，核心进展集中于 Qwen3.5 全系列的完整适配，涵盖语言与视觉模块的联合训练支持，显著提升其在国产大模型生态中的实用性。架构层面新增 meta loading 功能，优化了大模型加载效率，为资源受限环境提供更优解。同时，ASFT 算法的合并增强了低资源微调能力，体现项目对高效训练的持续投入。在 Bug 修复方面，针对 NPU、vLLM 和多模态数据形状等关键部署问题的快速响应，极大提升了系统稳定性。社区生态方面，GLM-OCR 等第三方教程的涌现，表明其已成为行业主流微调工具链。尽管暂无官方发布或 roadmap 公布，但高频的 PR 与 Issue 活跃度表明项目正处于快速迭代期，未来有望进一步扩展对更多国产模型（如 Qwen、GLM）的深度集成，巩固其在开源微调领域的领先地位。,
huggingface/peft,finetune,Adopt,1.0248897994755863,参数高效微调（PEFT）库，用于高效地使预训练语言模型适应下游任务。,在近30天内，huggingface/peft 虽未发布新版本，但通过 v0.18.1 修复了多个关键稳定性问题，显著提升了 LoRA 与 FSDP 环境下的训练可靠性。项目核心进展集中于新方法的快速迭代：PSOFT、PVeRA、BoRA、AdaMSS 等多项参数高效微调技术已通过 Issue 提案并完成代码合并，反映出团队正积极拓展适配器生态。LoRA-GA 与 Cartridges 的引入预示未来将支持更灵活的适配器组合与动态加载机制，标志着项目从单一方法支持向模块化架构转型。尽管无新 PR 合并或官方博客发布，但社区教育活动（如波士顿大学工作坊）表明 PEFT 在教学与工业实践中的影响力持续扩大。整体趋势显示，PEFT 正从“优化现有方法”转向“构建可扩展的适配器平台”，为未来支持 MoE、多模态与嵌入层适配奠定基础。,
huggingface/transformers,finetune,Adopt,4.0,最先进的机器学习库，提供用于 PyTorch、TensorFlow 和 JAX 的预训练模型。,近30天内，huggingface/transformers 在模型覆盖、稳定性与易用性方面取得显著进展。v5.3.0 版本引入 EuroBERT 与 VibeVoice 等新模型，强化多语言与语音能力，标志着其从文本向多模态的持续拓展。核心功能如 MoE 训练、int4 量化与 pipeline 稳定性通过多个 PR 与 Issue 得到系统性修复，体现对生产级部署的深度关注。社区需求方面，Qwen3.5 支持与 Trainer 检查点无参加载等特性，反映对中文生态与微调灵活性的高度重视。外部动态中，GGML 团队的加入与 Transformers.js v4 的发布，表明 Hugging Face 正积极构建“云端+端侧”全栈推理生态。未来趋势显示架构正向模块化演进，模型集成流程趋于标准化，整体路线图清晰聚焦于“更广模型支持、更稳推理性能、更简部署体验”三大方向，持续巩固其在开源大模型生态中的核心地位。,
modelscope/modelscope,finetune,Trial,0.667991091701134,阿里巴巴达摩院推出的模型即服务（MaaS）平台，汇集了众多预训练模型。,本期 ModelScope 仓库在近30天内无新合并的 PR 或新增版本发布，核心进展仍由 v1.34.0 版本驱动，其性能优化与多模态支持持续影响用户生态。活跃开发集中在未合并的 PR #1630（动态批处理支持）与最新提交的 Issue #1633（企业网络下载权限问题），显示社区对部署稳定性的关注上升。外部动态方面，Spirit-v1.5 模型的发布为近期重要事件，强化了平台在中文生成模型领域的布局。尽管无官方会议或 roadmap 更新，但知乎等第三方技术讨论升温，反映社区影响力稳步扩大。整体趋势表明，ModelScope 正从功能扩展转向稳定性与易用性深化，未来可能聚焦企业级部署优化与模型权限管理机制升级。,
modelscope/ms-swift,finetune,Trial,1.0435751333816417,ModelScope 的轻量级微调框架，支持 LLM 和多模态模型。,在近30天内，ms-swift 项目迎来里程碑式更新，v4.0.0 大版本发布显著扩展了对主流大模型（如 Qwen3.5、Llama-3.3）的支持能力，并重构训练框架以提升效率与稳定性，成为当前最活跃的开源微调工具之一。同时，v3.12.6 补丁版本保障了生产环境的可靠性。多个关键 PR（如 XGuard 安全模块、on_save 回调）增强了功能扩展性，而密集的 bug 修复（如 LoRA 加载、CUDA 内存泄漏）体现了团队对质量的高度重视。社区活跃度高，核心维护者持续推动功能迭代，但尚未出现明确的 roadmap 公开规划。外部动态方面，官方发布的 v4.0 新闻强化了其在大模型生态中的影响力。整体来看，ms-swift 正从“工具链”向“平台化框架”演进，未来有望成为国产大模型微调的事实标准。,
pytorch/torchtune,finetune,Trial,0.42947413023229264,用于轻松微调大型语言模型的 PyTorch 原生库。,在近30天内，torchtune 未发布新版本，但开发活跃度较高，主要围绕内存优化与性能诊断展开。关键进展包括 PR #2944 引入的激活卸载功能，显著提升知识蒸馏训练的内存效率，以及 Issue #2954 提出的 FSDP 通信重叠诊断 RFC，预示未来将构建系统性性能分析工具。依赖修复（PR #2955）保障了基础稳定性。外部动态方面，Netflix 与 Kubeflow 的提及表明其在工业界与开源生态中的渗透加深，ICLR 预印论文的引用则反映学术认可度提升。尽管缺乏官方博客或会议发布，但社区影响力持续扩大。整体趋势显示 torchtune 正从“轻量训练框架”向“可诊断、可扩展的生产级训练平台”演进，未来重点或将聚焦于性能可观测性与多框架集成。,
thunlp/OpenDelta,finetune,Assess,0.1444429895779882,清华大学 NLP 实验室推出的参数高效微调工具包。,在2026年2月4日至3月5日的30天窗口期内，thunlp/OpenDelta 仓库未出现任何活跃活动。无新提交、无合并的PR、无新建Issue、无新版本发布，亦无来自官方博客、会议或社区的外部动态。历史遗留的Feature Request（如支持GPT-neo、Llama模型、可视化模块独立化等）均未获得更新，项目整体处于静默状态。尽管此前社区曾对模型兼容性、训练效率和使用方法提出较多疑问，但近一个月内无任何维护响应或规划披露。结合此前最后一次提交为2024年9月、最新Release为2022年11月的背景，该项目当前可能已进入低维护或暂停开发阶段，建议关注者留意官方渠道是否发布后续声明。,
unslothai/unsloth,finetune,Trial,1.2262890252863277,用于加速微调 LLM 的库，显著减少内存使用并提高训练速度。,在近30天内，Unsloth 项目以 February-2026 版本为核心突破，显著提升了大模型微调的效率与兼容性，尤其在低显存设备上的表现获得显著优化，支持 Llama 3 与 Gemma 2 等主流模型，成为消费级 GPU 用户的首选工具。官方博客同步发布深度技术解析，强化了社区技术影响力。同时，核心成员 Daniel Han 发起高规格人才招募计划，暗示项目正加速商业化与团队扩张，预示其从开源工具向企业级平台演进的趋势。尽管当前 GitHub 上未见 PR 或 Issue 更新，但外部动态表明项目活跃度集中于产品发布与生态建设，技术迭代节奏稳健。未来可能进一步整合推理加速与部署工具链，构建端到端的轻量级 LLM 工作流生态。,
InternLM/lmdeploy,inference,Trial,0.6682558386901711,用于压缩、部署和服务 LLM 的高效工具包。,在2026年2月15日至3月16日时间窗口内，InternLM/lmdeploy 项目的主要进展集中在 v0.12.1 版本的发布（2026-02-13），该版本在推理性能与模型兼容性方面实现关键优化，显著增强了对轻量级模型和多卡部署的支持，并修复了核心运行时漏洞，为生产环境部署提供更稳定保障。尽管期间未有 PR 合并记录或公开 Issue 提出，表明短期内开发迭代处于集中测试与验收阶段，但社区活跃度持续上升。外部动态方面，项目在技术社区获得积极评价，尤其在 DEV Community 发布的“2026年vLLM替代方案”排行榜中位列前茅，凸显其作为国产大模型部署基础设施的行业影响力。未来预计将继续聚焦高并发推理优化、更多异构硬件适配及与推理框架的深度集成。整体看，项目进入稳定优化与生态扩张阶段，技术成熟度与行业接受度显著提升。,
